open_time,open,high,low,close,volume,close_time,quote_asset_volume,trades,taker_buy_base,taker_buy_quote,ignore,EMA50,EMA200,VWAP,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,STOCHRSIk_14_14_3_3,STOCHRSId_14_14_3_3,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,KCLe_20_1.0,KCBe_20_1.0,KCUe_20_1.0,OBV,CMF
2025-04-03 17:00:00,148.58,149.85,148.08,149.12,3580.421,2025-04-03 17:59:59.999,533399.19678000,3350,1753.90900000,261303.18494000,0,,,149.01666666666668,,,,,,,,,,,,,,3580.421,
2025-04-03 18:00:00,149.08,151.52,148.37,150.28,6793.456,2025-04-03 18:59:59.999,1015677.95012000,6492,3820.13600000,571589.61455000,0,,,149.69772296220592,,,,,,,,,,,,,,10373.877,
2025-04-03 19:00:00,150.29,151.27,149.76,150.33,3161.051,2025-04-03 19:59:59.999,475547.53739000,4151,1582.52400000,238165.92343000,0,,,149.8741940095039,,,,,,,,,,,,,,13534.928,
2025-04-03 20:00:00,150.38,151.57,149.4,151.27,2671.019,2025-04-03 20:59:59.999,402197.06362000,3021,1054.31500000,158829.92756000,0,,,150.01799252027666,,,,,,,,,,,,,,16205.947,
2025-04-03 21:00:00,151.28,152.62,150.8,152.07,8729.172,2025-04-03 21:59:59.999,1324279.27251000,4870,5255.64600000,797671.03506000,0,,,150.65233178113166,,,,,,,,,,,,,,24935.119,
2025-04-03 22:00:00,152.1,152.14,150.16,151.33,3951.774,2025-04-03 22:59:59.999,597142.64230000,3252,2145.00800000,324085.27893000,0,,,150.7286217015447,,,,,,,,,,,,,,20983.344999999998,
2025-04-03 23:00:00,151.35,151.84,150.61,151.13,3081.362,2025-04-03 23:59:59.999,465885.54533000,2382,1641.53600000,248250.87368000,0,,,150.7734144111609,,,,,,,,,,,,,,17901.982999999997,
2025-04-04 00:00:00,151.13,152.03,149.55,149.8,7297.725,2025-04-04 00:59:59.999,1102342.91062000,4121,2433.46300000,368185.90561000,0,,,150.46,,,,,,,,,,,,,,10604.257999999996,
2025-04-04 01:00:00,149.8,150.35,147.22,147.81,5594.348,2025-04-04 01:59:59.999,833083.08185000,4406,2364.46300000,352406.30220000,0,,,149.5921259195476,,,,,,,,,,,,,,5009.909999999996,
2025-04-04 02:00:00,147.85,150.02,147.85,148.87,3143.522,2025-04-04 02:59:59.999,469349.08463000,2926,1294.99600000,193298.87519000,0,,,149.45905948651523,,,,,,,,,,,,,,8153.431999999996,
2025-04-04 03:00:00,148.86,149.55,148.32,148.91,2877.755,2025-04-04 03:59:59.999,428196.51182000,2762,1720.68800000,256100.25719000,0,,,149.37805341941012,,,,,,,,,,,,,,11031.186999999996,
2025-04-04 04:00:00,148.94,149.29,147.9,148.27,2630.394,2025-04-04 04:59:59.999,390731.12963000,2088,1503.49700000,223370.83575000,0,,,149.26921911623162,,,,,,,,,,,,,,8400.792999999996,
2025-04-04 05:00:00,148.31,150.39,147.67,150.17,4861.517,2025-04-04 05:59:59.999,726057.83206000,3462,2715.19500000,405946.79736000,0,,,149.29513852144845,,,,,,,,,,,,,,13262.309999999996,
2025-04-04 06:00:00,150.13,150.84,149.87,150.08,1348.5,2025-04-04 06:59:59.999,202769.88331000,1675,627.60400000,94348.60252000,0,,,149.342181180057,,,,,,,,,,,,,,11913.809999999996,
2025-04-04 07:00:00,150.11,152.46,149.93,151.88,5124.078,2025-04-04 07:59:59.999,775271.92691000,4646,3123.61300000,472354.65947000,0,,,149.66653297103863,,,,,,,,,,,,,,17037.887999999995,
2025-04-04 08:00:00,151.88,153.8,151.68,153.43,5741.2,2025-04-04 08:59:59.999,879074.86081000,6258,3446.94400000,527679.68372000,0,,,150.15763439142023,,,,,,,,,,,,,,22779.087999999996,
2025-04-04 09:00:00,153.44,153.94,152.29,153.48,6471.886,2025-04-04 09:59:59.999,991590.96409000,5256,3911.04500000,599213.90472000,0,,,150.59956690612725,,,,,,,,,,,,,,29250.973999999995,
2025-04-04 10:00:00,153.47,153.84,147.67,147.93,12551.794,2025-04-04 10:59:59.999,1888484.50949000,9794,5750.75700000,864622.88259000,0,,,150.4283632916414,,,,,,,,,,,,,,16699.179999999993,
2025-04-04 11:00:00,147.98,148.37,144.38,147.31,10101.786,2025-04-04 11:59:59.999,1477970.73982000,8087,4662.89000000,682785.56830000,0,,,149.87041665696722,,,,,,,,,,,,,,6597.393999999993,
2025-04-04 12:00:00,147.3,147.54,144.85,147.51,13313.563,2025-04-04 12:59:59.999,1945441.06075000,14566,7242.36100000,1056979.91658000,0,,,149.3387346932983,,,,,,146.434656906153,150.04899999999998,153.66334309384695,4.817550392001239,0.14876051690798778,,150.04899999999998,,19910.956999999995,0.13290277406286255
2025-04-04 13:00:00,147.53,149.89,145.53,149.31,10214.951,2025-04-04 13:59:59.999,1508565.09469000,12422,5036.39800000,743544.59972000,0,,,149.21614127697475,,,,,,146.45298602831264,150.05849999999998,153.66401397168733,4.805477825897692,0.39620065185190667,147.50361904761903,149.97861904761902,152.45361904761901,30125.907999999996,0.1829474191343406
2025-04-04 14:00:00,149.3,149.76,146.4,148.19,10618.274,2025-04-04 14:59:59.999,1570794.54340000,9084,4291.29600000,634871.82430000,0,,,149.1015630600873,,,,,,146.26015430749308,149.95399999999998,153.64784569250688,4.926638425793107,0.26122445997428634,147.2489886621315,149.80827437641722,152.36756009070294,19507.634,0.17120958957885607
2025-04-04 15:00:00,148.12,152.2,147.93,149.41,18848.522,2025-04-04 15:59:59.999,2833005.66072000,21506,9742.31100000,1464896.38826000,0,,,149.21788013180796,,,,,,146.21111698858755,149.90799999999996,153.60488301141237,4.93220243270861,0.4326459616841244,147.04813259907138,149.7703434834251,152.49255436777884,38356.156,0.11592700534847555
2025-04-04 16:00:00,149.47,153.29,149.06,152.68,22298.194,2025-04-04 16:59:59.999,3369101.95578000,16312,11629.35600000,1757242.74768000,0,,,149.60118034370385,,,,,,146.12975332087598,149.97849999999997,153.82724667912396,5.132397882528485,0.8509584061031167,147.1816437801122,150.04745362786082,152.91326347560943,60654.350000000006,0.1893476923507115
2025-04-04 17:00:00,152.7,153.32,150.7,153.18,29549.33,2025-04-04 17:59:59.999,4501018.99229000,23838,13658.76100000,2080695.39234000,0,,,150.08037682540163,,,,,,146.0370541659806,150.03399999999993,154.03094583401926,5.328053419917259,0.8935504921311949,147.5033919915301,150.34579137758837,153.18819076364665,90203.68000000001,0.29510311166476405
2025-04-04 18:00:00,153.23,153.36,150.25,150.47,6049.479,2025-04-04 18:59:59.999,917119.71330000,4723,3011.11700000,456314.63020000,0,,,150.12371085703808,,,,,,146.03243005618287,149.99099999999993,153.94956994381698,5.278409963020522,0.5605016466550284,147.48973561138436,150.357620770199,153.22550592901362,84154.201,0.25916203084364026
2025-04-04 19:00:00,150.48,152.26,150.11,151.55,3158.37,2025-04-04 19:59:59.999,478038.60943000,2861,1647.96000000,249481.17678000,0,,,150.14426262291022,,,,,,146.02512854482404,150.01199999999994,153.99887145517584,5.3154033746312335,0.6928830685026702,147.67166555315728,150.47118069684672,153.27069584053615,87312.571,0.2675693050174435
2025-04-04 20:00:00,151.53,153.02,150.54,152.6,4575.248,2025-04-04 20:59:59.999,693527.43952000,3528,2578.25100000,391134.63571000,0,,,150.19112881122408,,,,,,146.01106966973595,150.15199999999993,154.2929303302639,5.5156512470882655,0.7955857506354139,147.9048402623804,150.67392539238512,153.44301052238984,91887.81899999999,0.32106951689745983
2025-04-04 21:00:00,152.6,154.07,152.0,152.86,6612.841,2025-04-04 21:59:59.999,1011072.49238000,4721,3837.90100000,586945.88775000,0,,,150.2865791488071,,,,,,146.24975103043445,150.40449999999993,154.5592489695654,5.5247668381803425,0.7955052180032065,148.17961738024894,150.88212297406272,153.5846285678765,98500.65999999999,0.33239809022013334
2025-04-04 22:00:00,152.86,153.33,152.14,152.29,1133.171,2025-04-04 22:59:59.999,173024.11882000,1381,689.38700000,105269.69741000,0,,,150.3000061020589,,,,62.06076779904233,,146.40596057698448,150.57549999999995,154.7450394230154,5.538137908245984,0.7055982479187227,148.45774905832045,151.01620650034246,153.57466394236448,97367.48899999999,0.33244897041715643
2025-04-04 23:00:00,152.31,152.35,151.36,152.02,1905.731,2025-04-04 23:59:59.999,289104.19594000,1739,994.20900000,150833.95411000,0,,,150.31565849046092,,,,64.0009801566377,,146.58963838815032,150.73099999999994,154.87236161184956,5.495036338708852,0.6556251446760741,148.7027253384804,151.11180588126223,153.52088642404405,95461.75799999999,0.3385207962054493
2025-04-05 00:00:00,151.98,153.14,151.38,152.95,1476.619,2025-04-05 00:59:59.999,224586.08890000,1783,867.92300000,132052.54000000,0,,,152.48999999999998,,,,70.10168390119519,65.3878106189584,146.87778334314135,150.96499999999995,155.05221665685855,5.414787078936976,0.7428302885129774,148.93960863957753,151.2868719878087,153.63413533603986,96938.377,0.3543113101025099
2025-04-05 01:00:00,152.95,153.99,152.84,153.17,3699.971,2025-04-05 01:59:59.999,567942.21242000,2940,2546.70900000,390888.93921000,0,,,153.09277303720532,,,,80.0928149508271,71.39849300288665,146.9363231759208,151.11499999999995,155.2936768240791,5.530459350930302,0.7458912338181223,149.23297924533205,151.46621751277928,153.69945578022651,100638.348,0.32433276175758186
2025-04-05 02:00:00,153.2,153.76,152.31,152.8,2231.992,2025-04-05 02:59:59.999,341110.65605000,2534,1104.40500000,168813.27283000,0,,,153.05176811478003,0.7777737864485061,0.21651413122936625,0.5612596552191399,81.71582841896365,77.30344242366198,147.03899857548737,151.25099999999995,155.46300142451253,5.569551837029283,0.6838793300241247,149.43460026958616,151.59324441632413,153.7518885630621,98406.356,0.32293584999762276
2025-04-05 03:00:00,152.79,153.06,152.47,152.59,1295.087,2025-04-05 03:59:59.999,197718.13394000,1679,440.62400000,67275.42820000,0,,,153.00041777055938,0.76294727910971,0.16135009911245612,0.6015971799972539,76.11335834669383,79.30733390549484,147.04204820971253,151.28649999999996,155.5309517902874,5.611144140802291,0.6535533991672187,149.67892405343508,151.68817351953135,153.6974229856276,97111.269,0.3095143860947702
2025-04-05 04:00:00,152.59,153.08,151.84,151.89,2323.562,2025-04-05 04:59:59.999,354311.71865000,2379,1163.00500000,177413.59295000,0,,,152.84651050446544,0.6867960579284897,0.06815910234498868,0.6186369555835011,55.12051701824774,70.98323459463505,147.0687779615052,151.20949999999996,155.35022203849473,5.476801442362778,0.5821716591543292,149.77140747691743,151.70739508909978,153.64338270128212,94787.707,0.28092354444250717
2025-04-05 05:00:00,151.89,152.8,151.16,151.46,1439.071,2025-04-05 05:59:59.999,218642.58141000,2296,582.67500000,88553.91684000,0,,,152.7264741768115,0.5850046902460235,-0.02690581226998201,0.6119105025160055,30.53867771616847,53.92418436037,147.09772812914113,151.10849999999996,155.1192718708588,5.308466262134603,0.5438194955133133,149.77603533625864,151.68383365204267,153.5916319678267,93348.636,0.2664676082592353
2025-04-05 06:00:00,151.46,152.18,150.75,151.3,1221.741,2025-04-05 06:59:59.999,185086.79230000,2518,511.94100000,77577.94354000,0,,,152.60897085823981,0.48582336581964114,-0.1008697093570915,0.5866930751767326,8.086431879742856,31.24854220471968,147.54076071429438,151.277,155.0132392857056,4.939599920286109,0.503077961319022,149.78498435185307,151.64727806613385,153.50957178041463,92126.895,0.36005168030224016
